GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US060750230032,060750230032,"Block Group 2, Census Tract 230.03, San Francisco County, California",86410,13066
1500000US060750231021,060750231021,"Block Group 1, Census Tract 231.02, San Francisco County, California",41336,24133
1500000US060750231022,060750231022,"Block Group 2, Census Tract 231.02, San Francisco County, California",28382,11438
1500000US060750231031,060750231031,"Block Group 1, Census Tract 231.03, San Francisco County, California",15938,10461
1500000US060750231032,060750231032,"Block Group 2, Census Tract 231.03, San Francisco County, California",20878,6104
1500000US060750232001,060750232001,"Block Group 1, Census Tract 232, San Francisco County, California",42625,19472
1500000US060750232002,060750232002,"Block Group 2, Census Tract 232, San Francisco County, California",67813,51675
1500000US060750232003,060750232003,"Block Group 3, Census Tract 232, San Francisco County, California",39167,19959
1500000US060750233001,060750233001,"Block Group 1, Census Tract 233, San Francisco County, California",65096,21076
1500000US060750234001,060750234001,"Block Group 1, Census Tract 234, San Francisco County, California",37574,19647
1500000US060750234002,060750234002,"Block Group 2, Census Tract 234, San Francisco County, California",31667,14222
1500000US060750251001,060750251001,"Block Group 1, Census Tract 251, San Francisco County, California",88810,15727
1500000US060750251002,060750251002,"Block Group 2, Census Tract 251, San Francisco County, California",105568,46738
1500000US060750251003,060750251003,"Block Group 3, Census Tract 251, San Francisco County, California",106797,49171
1500000US060750252002,060750252002,"Block Group 2, Census Tract 252, San Francisco County, California",115577,54085
1500000US060750252003,060750252003,"Block Group 3, Census Tract 252, San Francisco County, California",131696,53199
1500000US060750252004,060750252004,"Block Group 4, Census Tract 252, San Francisco County, California",136597,48104
1500000US060750253001,060750253001,"Block Group 1, Census Tract 253, San Francisco County, California",171429,56934
1500000US060750253002,060750253002,"Block Group 2, Census Tract 253, San Francisco County, California",158313,51882
1500000US060750253003,060750253003,"Block Group 3, Census Tract 253, San Francisco County, California",64167,63366
1500000US060750253004,060750253004,"Block Group 4, Census Tract 253, San Francisco County, California",67847,30090
1500000US060750254011,060750254011,"Block Group 1, Census Tract 254.01, San Francisco County, California",83750,67674
1500000US060750254012,060750254012,"Block Group 2, Census Tract 254.01, San Francisco County, California",83750,31643
1500000US060750254013,060750254013,"Block Group 3, Census Tract 254.01, San Francisco County, California",108289,54036
1500000US060750254021,060750254021,"Block Group 1, Census Tract 254.02, San Francisco County, California",123173,58263
1500000US060750254022,060750254022,"Block Group 2, Census Tract 254.02, San Francisco County, California",151957,87925
1500000US060750254023,060750254023,"Block Group 3, Census Tract 254.02, San Francisco County, California",141250,57709
1500000US060750254031,060750254031,"Block Group 1, Census Tract 254.03, San Francisco County, California",68872,18915
1500000US060750254032,060750254032,"Block Group 2, Census Tract 254.03, San Francisco County, California",74000,8342
1500000US060750255001,060750255001,"Block Group 1, Census Tract 255, San Francisco County, California",101705,97260
1500000US060750255002,060750255002,"Block Group 2, Census Tract 255, San Francisco County, California",89706,48847
1500000US060750255003,060750255003,"Block Group 3, Census Tract 255, San Francisco County, California",89715,72170
1500000US060750255004,060750255004,"Block Group 4, Census Tract 255, San Francisco County, California",102813,34035
1500000US060750255005,060750255005,"Block Group 5, Census Tract 255, San Francisco County, California",94444,58620
1500000US060750255006,060750255006,"Block Group 6, Census Tract 255, San Francisco County, California",80179,45338
